Blood Runs Cold Extinguish,Manalyth,The Destroyer,False
The Worst of Both Worlds Backtrack,Backtrack,The Worst Of Both Worlds,False
Life's Plan Backtrack,Backtrack,Life’s Plan,False
The Greater Good Backtrack,Backtrack,The Greater Good,True
War Backtrack,Backtrack,War,False
One With You Backtrack,Backtrack,One With you,True
Bad To My World Backtrack,Backtrack,Bad To My World,False
Insincerely Yours (Tears & Blood) Twitching Tongues,Lily Allen,Insincerely Yours,True
Insatiable Sin Twitching Tongues,Twitching Tongues,Insatiable Sin,False
World War V Twitching Tongues,Twitching Tongues,World War V,False
Good Luck... Twitching Tongues,Twitching Tongues,Good Luck...,False
Preacher Man Twitching Tongues,Twitching Tongues,Preacher Man,True
Fever Criminal Instinct,Genius Users,Songs of the Same Title,True
Reason to Hate Criminal Instinct,Tatyana reuter,Poems of The Lost Voices,False
World So Full Criminal Instinct,Michel de Montaigne,Essays of Michel de Montaigne (Chap. 2.12),False
Tears Won't Fall Criminal Instinct,James Joyce,Ulysses (Chap. 15 - Circe),False
"Cowards Run, Pt. III Criminal Instinct",The Supreme Court of the United States,Baker v. Carr,False
Acid Rain Criminal Instinct,James Joyce,Ulysses (Chap. 15 - Circe),False
DRAGGING NAZARENE PSYCHO-FRAME,PSYCHO-FRAME,Dragging Nazarene,True
RAINING GLASS PSYCHO-FRAME,Not Found,Not Found,False
NEWJACK ERADICATION PSYCHO-FRAME,Not Found,Not Found,False
Bite The Hook Incendiary,INcenDIAry,Bite the Hook,False
Host/Parasite Incendiary,INcenDIAry,Host/Parasite,False
C.T.E. Incendiary,INcenDIAry,C.T.E,False
